time,zeta,phi_obs,phi_clean,baseline_true,residual_true
1,0.18141761673741041,1.0174789229722094,1.0148327984421428,0.984727389927835,0.030105408514307853
2,0.3656447939959946,1.0100503863742196,1.00833337853412,0.970342528479163,0.03799085005495703
3,0.3131971722126677,1.0079509750962508,1.0100598832680914,0.9743310163073652,0.03572886696072618
4,0.3743422133955646,1.008311719284429,1.0080543095993348,0.9696889584414272,0.03836535115790772
5,0.6595651740366519,0.9995787583567223,0.999115557800665,0.9493993074967021,0.049716250303962824
6,0.650490510282835,0.997836230909127,0.9994160737425976,0.9500127648266483,0.04940330891594923
7,0.4410159757248652,1.0063498927802486,1.0059639130448832,0.9647506886914821,0.041213224353401245
8,0.3756194118755244,1.0088238934774103,1.0080134792737385,0.9695931681628216,0.03842031111091687
9,0.3017503244928459,1.0103031689657413,1.0104480786101335,0.9752124876357082,0.035235590974425225
10,0.7869330293848911,0.9966020513778834,0.9946113511222751,0.9409924432927514,0.05361890782952359
11,0.6649223580013921,0.9982425407649878,0.998937040126019,0.9490380840335683,0.04989895609245081
12,1.047952338719434,0.9851435177999076,0.9834210577741928,0.9248580533256956,0.058563004448497165
13,1.0145157844055424,0.9844897276399577,0.9849978352160129,0.9268484417245564,0.0581493934914565
14,0.8942857532870289,0.991305988072895,0.9903320772803096,0.9341869955452774,0.05614508173503218
15,1.120085891160847,0.9803714185936044,0.9798999317010894,0.9206357734894957,0.05926415821159368
16,1.346908811851378,0.9678491790112994,0.9680709564385881,0.907958456011187,0.06011250042740111
17,1.0770466892898314,0.9791964596380414,0.9820195060090326,0.9231433996509686,0.05887610635806406
18,0.8766214948999791,0.9901962077039121,0.991068275765834,0.9352899390919241,0.05577833667390981
19,1.1016374133446352,0.978621811752511,0.9808149116764915,0.9217064775255399,0.059108434150951544
20,1.174191292990048,0.9804793587285681,0.9771660423102401,0.9175310911420399,0.05963495116820019
21,0.9436525551276536,0.9844574364780485,0.988208587693061,0.9311386752061775,0.057069912486883374
22,0.9513405515925656,0.9880026690583092,0.9878693121815317,0.9306684082078736,0.05720090397365817
23,1.5244798145594927,0.9556601042995113,0.9584674753446318,0.8986162030523571,0.0598512722922747
24,1.734780252940856,0.9497406417207551,0.9472296998310099,0.8881459445578948,0.05908375527311512
25,1.597978207505832,0.9547217614631446,0.9545034513485902,0.8948868191402781,0.05961663220831207
26,1.4359460974470353,0.9650571418391811,0.9632631291578332,0.9032137014700229,0.06004942768781027
27,1.4935178497767119,0.9617015610768629,0.9601436531942592,0.9002107297225492,0.059932923471709955
28,1.3743757217859212,0.9670319851731228,0.9665921730008933,0.9064814597500676,0.06011071325082575
29,1.5389366975483143,0.9612350283895958,0.9576857913751914,0.8978764961766518,0.05980929519853957
30,1.4483385764235779,0.963183349933392,0.962591761575689,0.9025630681621155,0.060028693413573496
31,1.3438466221290586,0.9693513179985322,0.9682354769847135,0.9081238683143813,0.060111608670332106
32,1.524324404864854,0.9608153151890715,0.9584758822788675,0.8986241713768843,0.05985171090198319
33,1.6719987716881708,0.947603017185936,0.9505467915112621,0.8912078711363732,0.05933892037488883
34,1.4322957557705502,0.9628015437589482,0.963460840277593,0.9034058004403528,0.060055039837240226
35,1.1762349810694144,0.9767502285715146,0.9770614226289691,0.9174148421919561,0.05964658043701295
36,1.1435492135856333,0.9776895301512009,0.9787231725112913,0.9192829547530382,0.059440217758253006
37,1.332636352136505,0.9697211276422883,0.9688370935773926,0.908730709071965,0.0601063845054276
38,1.1650238273261886,0.9768736625806066,0.9776341922611922,0.9180534622675326,0.059580729993659653
39,0.9926731168773354,0.9838368900687925,0.9860070853603727,0.9281603168169625,0.057846768543410226
40,0.939550014526789,0.9906596652045722,0.9883887027740091,0.9313901102980626,0.05699859247594654
41,1.1284050560927015,0.9802325462587658,0.9794843259110653,0.9201549786692118,0.05932934724185343
42,1.1059461939444326,0.9814010670075678,0.9806020520036229,0.9214558490915481,0.059146202912074786
43,1.409285485745005,0.9679960719493269,0.9647063775658934,0.9046214367163545,0.060084940849538866
44,0.9254716324351139,0.98857399587675,0.9890018114618591,0.9322555305288717,0.05674628093298745
45,0.8797890835932389,0.9928582953144636,0.9909371866017794,0.9350916777866065,0.055845508815172876
46,0.7045856963019494,0.9953271411795214,0.9975878066512155,0.9463848610398179,0.05120294561139763
47,0.6394545675371703,1.002577310981014,0.9997784756795456,0.9507614855890142,0.04901699009053134
48,0.7314111801562972,0.9954869312385588,0.9966455451132712,0.944611256001012,0.05203428911225911
49,0.5194524634944437,1.004077986488526,1.003557453347386,0.9590985520604023,0.0444589012869839
50,0.3588708300305705,1.0086561214488834,1.0085520206619316,0.9708530891029736,0.03769893155895806
51,0.4901186265828138,1.0058807350876524,1.004456394910291,0.9611929546687669,0.04326344024152407
52,0.6873790386495651,1.0011773997999915,0.9981792862388849,0.9475313175025355,0.0506479687363494
53,0.41007802877303073,1.0079160250785235,1.0069247159908257,0.9670264761074083,0.03989823988341735
54,0.6498776938357808,1.0012313976984175,0.9994362844274194,0.9500542633931393,0.04938202103428012
55,0.46189933377911613,1.0065371754701598,1.0053211939762943,0.9632295460386103,0.04209164793768389
56,0.41616808104936687,1.006769249147915,1.0067345359038218,0.96657636952897,0.040158166374851846
57,-0.06099811128786009,1.0236670316301117,1.0252443184200293,1.0054097130800705,0.01983460533995877
58,0.0494479655933977,1.021031409242645,1.020309696681745,0.9957195047178866,0.024590191963858466
59,0.43890773175568354,1.007377753914717,1.0060290114969141,0.9649049219237553,0.04112408957315878
60,0.12795600423982173,1.015000461291025,1.016972717780127,0.9891070769756638,0.027865640804463396
61,0.3155439977323792,1.0105720442188189,1.0099808399750974,0.9741507889843369,0.035830050990760476
62,0.2797093610028215,1.0076157903269887,1.0112085403696014,0.9769210648742781,0.03428747549532339
63,-0.11961644500048378,1.0273851046285218,1.0278632692582403,1.0107492073136708,0.017114061944569554
64,-0.43668263258625806,1.0380756628002281,1.038690294749201,1.0423378330293753,-0.00364753828017438
65,0.06342130964921947,1.020993287155399,1.0197012151736835,0.9945263649988711,0.025174850174812274
66,-0.4087722327011879,1.0361096075762433,1.038100585725176,1.039354495561613,-0.0012539098364370163
67,-0.10985841418470989,1.026086299849736,1.0274315976137778,1.0098504938405093,0.01758110377326849
68,-0.6852682995640613,1.042627732495285,1.0404659125476834,1.0709625993436604,-0.030496686795977074
69,-0.39842047802792624,1.0356717051133895,1.037860529994464,1.0382587871196627,-0.00039825712519864123
70,-0.4468342550689613,1.0361784270448988,1.0388838148137973,1.0434336210067787,-0.004549806192981369
71,-0.5835748406371142,1.0384320279162105,1.0404256820296396,1.058780663335812,-0.018354981306172382
72,-0.16672709509345843,1.0313888489417413,1.0299056932471335,1.0151451387477892,0.014760554499344318
73,-0.25071810390155924,1.0324928289890662,1.0332797467774055,1.0232262923438509,0.010053454433554649
74,-0.4708841553147507,1.0376778363095893,1.0392975216494456,1.0460528032094418,-0.006755281559996274
75,-0.6678325808622114,1.0406943467116916,1.0405107349537543,1.068823908631802,-0.028313173678047844
76,-0.32880967769047853,1.0327493009252358,1.0359570644956066,1.0310373850186378,0.0049196794769687585
77,-0.8502868305505935,1.0391262308669058,1.0395541807148025,1.092330184329981,-0.05277600361517857
78,-0.6384733349020715,1.039586927086228,1.0405424003166022,1.065270338210669,-0.024727937894066868
79,-0.5522356880757022,1.0382804528230571,1.0402400949002861,1.0551631828415375,-0.014923087941251426
80,-0.7302798749324912,1.0402293644365812,1.0402783314802146,1.0765844701859313,-0.036306138705716584
81,-0.5047893667982201,1.038644593439858,1.0397746214099999,1.0498018720305158,-0.01002725062051588
82,-0.8649970967352756,1.0402842253842821,1.0394730936129613,1.0943411019545917,-0.05486800834163041
83,-0.8326636543863314,1.0402883089153265,1.0396586684063138,1.089945189604684,-0.05028652119837005
84,-0.6094480453487812,1.039991703746545,1.0405116936383771,1.0618145034619766,-0.021302809823599507
85,-0.7372540520977489,1.0418502720853415,1.0402418533269406,1.0774688379809114,-0.0372269846539707
86,-0.6545748821357702,1.039566619322396,1.0405322653180493,1.067211899018316,-0.026679633700266648
87,-0.9082917361313275,1.0356670221658353,1.0392839764602584,1.100368939995013,-0.06108496353475457
88,-0.4386956406614922,1.039675118959369,1.0387295602176767,1.0425546642930035,-0.003825104075326753
89,-0.6128515545101787,1.0421974150669011,1.0405187615686053,1.0622168400481495,-0.021698078479544233
90,-0.5665122041156079,1.042460182257854,1.0403361434508758,1.0568034487687634,-0.01646730531788772
91,-0.2912276596529143,1.0349323093643712,1.0347336985232631,1.0272411636974086,0.00749253482585456
92,-0.47255327026530264,1.039970095365984,1.0393239028015673,1.0462358037010164,-0.006911900899449243
93,-0.7469306216151222,1.0407021512114625,1.0401887129538976,1.0787019273457379,-0.038513214391840266
94,-0.36635548152991765,1.0360063381736753,1.0370450952201051,1.0349010437318356,0.0021440514882696414
95,-0.6012068648290273,1.036161513313375,1.040490573421368,1.0608434410920347,-0.020352867670666568
96,-0.14975053012434988,1.0292871152507006,1.029178922620232,1.013550029158325,0.01562889346190692
97,-0.17853940025422688,1.031737185496801,1.0304039931731421,1.0162624583997228,0.01414153477341918
98,-0.11688888951704576,1.0285674361686405,1.0277428471941887,1.0104975970422863,0.017245250151902553
99,-0.17701006014209397,1.0314622003402878,1.0303398465692761,1.0161174521868674,0.014222394382408595
100,-0.2214925153413144,1.031880718014039,1.0321544541859575,1.0203778919425854,0.011776562243372134
101,0.1691675279957951,1.0148198044792236,1.0153127116024778,0.9857223911411583,0.0295903204613194
102,-0.3378942410725619,1.0371121851113858,1.0362330558538617,1.0319656265680899,0.004267429285771887
103,-0.11887958289049332,1.029009700189897,1.027830755719967,1.0106812027165777,0.01714955300338941
104,-0.3729628811325444,1.0352287058363168,1.0372218923964283,1.0355885135407883,0.0016333788556399552
