datetime,corr_H_tau
2025-02-01T00:00:00.0,NaN
2025-02-01T00:30:00.0,NaN
2025-02-01T01:00:00.0,NaN
2025-02-01T01:30:00.0,NaN
2025-02-01T02:00:00.0,NaN
2025-02-01T02:30:00.0,NaN
2025-02-01T03:00:00.0,NaN
2025-02-01T03:30:00.0,NaN
2025-02-01T04:00:00.0,NaN
2025-02-01T04:30:00.0,-0.636466750479128
2025-02-01T05:00:00.0,-0.7821007583737468
2025-02-01T05:30:00.0,-0.7821007583737468
2025-02-01T06:00:00.0,-0.7821007583737468
2025-02-01T06:30:00.0,-0.5079178544474603
2025-02-01T07:00:00.0,-0.25426893990045296
2025-02-01T07:30:00.0,NaN
2025-02-01T08:00:00.0,NaN
2025-02-01T08:30:00.0,NaN
2025-02-01T09:00:00.0,NaN
2025-02-01T09:30:00.0,NaN
2025-02-01T10:00:00.0,NaN
2025-02-01T10:30:00.0,NaN
2025-02-01T11:00:00.0,NaN
2025-02-01T11:30:00.0,NaN
2025-02-01T12:00:00.0,NaN
2025-02-01T12:30:00.0,NaN
2025-02-01T13:00:00.0,NaN
2025-02-01T13:30:00.0,NaN
2025-02-01T14:00:00.0,NaN
2025-02-01T14:30:00.0,NaN
2025-02-01T15:00:00.0,NaN
2025-02-01T15:30:00.0,NaN
2025-02-01T16:00:00.0,NaN
2025-02-01T16:30:00.0,NaN
2025-02-01T17:00:00.0,NaN
2025-02-01T17:30:00.0,NaN
2025-02-01T18:00:00.0,NaN
2025-02-01T18:30:00.0,NaN
2025-02-01T19:00:00.0,NaN
2025-02-01T19:30:00.0,NaN
2025-02-01T20:00:00.0,NaN
2025-02-01T20:30:00.0,NaN
2025-02-01T21:00:00.0,NaN
2025-02-01T21:30:00.0,NaN
2025-02-01T22:00:00.0,NaN
2025-02-01T22:30:00.0,NaN
2025-02-01T23:00:00.0,NaN
2025-02-01T23:30:00.0,NaN
2025-02-02T00:00:00.0,NaN
2025-02-02T00:30:00.0,NaN
2025-02-02T01:00:00.0,NaN
2025-02-02T01:30:00.0,-0.7509584102402899
2025-02-02T02:00:00.0,-0.5001359885747818
2025-02-02T02:30:00.0,-0.2807788431825618
2025-02-02T03:00:00.0,-0.8540742102190679
2025-02-02T03:30:00.0,-0.8540742102190679
2025-02-02T04:00:00.0,-0.808620945124408
2025-02-02T04:30:00.0,-0.8261461722537176
2025-02-02T05:00:00.0,-0.7885111674075307
2025-02-02T05:30:00.0,-0.6735487653384031
2025-02-02T06:00:00.0,0.5581639405338601
2025-02-02T06:30:00.0,0.566142942610548
2025-02-02T07:00:00.0,0.5548645457207825
2025-02-02T07:30:00.0,0.6852877389347978
2025-02-02T08:00:00.0,0.6796273249612181
2025-02-02T08:30:00.0,0.6791929538389146
2025-02-02T09:00:00.0,0.7356977179494921
2025-02-02T09:30:00.0,0.4452624085998924
2025-02-02T10:00:00.0,0.3192838671720763
2025-02-02T10:30:00.0,-0.0022937418356130013
2025-02-02T11:00:00.0,0.14002834916272203
2025-02-02T11:30:00.0,0.36026988999631937
2025-02-02T12:00:00.0,-0.11226378874523818
2025-02-02T12:30:00.0,-0.7911238086539966
2025-02-02T13:00:00.0,-0.7032463410485631
2025-02-02T13:30:00.0,-0.8431558314417514
2025-02-02T14:00:00.0,-0.40269348280280187
2025-02-02T14:30:00.0,-0.39728495392269686
2025-02-02T15:00:00.0,0.48486057474635363
2025-02-02T15:30:00.0,0.915535188021436
2025-02-02T16:00:00.0,0.9744455607096121
2025-02-02T16:30:00.0,0.9800215642791651
2025-02-02T17:00:00.0,0.9892901018507724
2025-02-02T17:30:00.0,0.9898447953748886
2025-02-02T18:00:00.0,0.9536440357058388
2025-02-02T18:30:00.0,0.7803108545521359
2025-02-02T19:00:00.0,0.5991928351617927
2025-02-02T19:30:00.0,0.6666238912999571
2025-02-02T20:00:00.0,0.7516335537851144
2025-02-02T20:30:00.0,0.7983483919084865
2025-02-02T21:00:00.0,0.9079675065713634
2025-02-02T21:30:00.0,0.9324937526442901
2025-02-02T22:00:00.0,0.9169362748170945
2025-02-02T22:30:00.0,0.7349227149186274
2025-02-02T23:00:00.0,0.8104104622770938
2025-02-02T23:30:00.0,0.9138612749781513
2025-02-03T00:00:00.0,0.8304800791975187
2025-02-03T00:30:00.0,0.7164259114286637
2025-02-03T01:00:00.0,0.7119838659286144
2025-02-03T01:30:00.0,0.7072130487627055
2025-02-03T02:00:00.0,0.7362904345708905
2025-02-03T02:30:00.0,0.7264174859592939
2025-02-03T03:00:00.0,-0.643975872460086
2025-02-03T03:30:00.0,-0.38025677105946887
2025-02-03T04:00:00.0,-0.3439816984383452
2025-02-03T04:30:00.0,-0.6169706879695028
2025-02-03T05:00:00.0,-0.6636481215714166
2025-02-03T05:30:00.0,-0.47009641760423043
2025-02-03T06:00:00.0,-0.29813371238458825
2025-02-03T06:30:00.0,-0.4853516088041576
2025-02-03T07:00:00.0,-0.5434573388797819
2025-02-03T07:30:00.0,-0.5885214760105089
2025-02-03T08:00:00.0,-0.43789389866834727
2025-02-03T08:30:00.0,-0.07269381106829909
2025-02-03T09:00:00.0,0.26063946381790165
2025-02-03T09:30:00.0,0.43780793069437735
2025-02-03T10:00:00.0,0.21984996885059746
2025-02-03T10:30:00.0,0.35903877206562534
2025-02-03T11:00:00.0,0.5808748413467266
2025-02-03T11:30:00.0,0.8473680665058829
2025-02-03T12:00:00.0,0.5991883459434438
2025-02-03T12:30:00.0,0.55979820874394
2025-02-03T13:00:00.0,0.37661297062558097
2025-02-03T13:30:00.0,0.39539411202728864
2025-02-03T14:00:00.0,0.7209588238817759
2025-02-03T14:30:00.0,0.8902631087714254
2025-02-03T15:00:00.0,0.7678624132965596
2025-02-03T15:30:00.0,0.7898223494686191
2025-02-03T16:00:00.0,0.9347662568554247
2025-02-03T16:30:00.0,0.9262366334127287
2025-02-03T17:00:00.0,0.9237581996021815
2025-02-03T17:30:00.0,0.8924219047542558
2025-02-03T18:00:00.0,0.9267831600403934
2025-02-03T18:30:00.0,0.9531007043590161
2025-02-03T19:00:00.0,0.9499321391577075
2025-02-03T19:30:00.0,0.9491374469618015
2025-02-03T20:00:00.0,0.9738276957623392
2025-02-03T20:30:00.0,0.8724155672054565
2025-02-03T21:00:00.0,NaN
2025-02-03T21:30:00.0,NaN
2025-02-03T22:00:00.0,NaN
2025-02-03T22:30:00.0,NaN
2025-02-03T23:00:00.0,NaN
2025-02-03T23:30:00.0,NaN
2025-02-04T00:00:00.0,NaN
2025-02-04T00:30:00.0,NaN
2025-02-04T01:00:00.0,NaN
2025-02-04T01:30:00.0,NaN
2025-02-04T02:00:00.0,NaN
2025-02-04T02:30:00.0,NaN
2025-02-04T03:00:00.0,NaN
2025-02-04T03:30:00.0,NaN
2025-02-04T04:00:00.0,NaN
2025-02-04T04:30:00.0,NaN
2025-02-04T05:00:00.0,NaN
2025-02-04T05:30:00.0,NaN
2025-02-04T06:00:00.0,NaN
2025-02-04T06:30:00.0,NaN
2025-02-04T07:00:00.0,NaN
2025-02-04T07:30:00.0,NaN
2025-02-04T08:00:00.0,NaN
2025-02-04T08:30:00.0,0.30035670015673926
2025-02-04T09:00:00.0,0.3769311798764393
2025-02-04T09:30:00.0,0.5886826825714472
2025-02-04T10:00:00.0,0.5007298091173966
2025-02-04T10:30:00.0,0.5007298091173966
2025-02-04T11:00:00.0,0.5176544522898848
2025-02-04T11:30:00.0,0.5732094045331539
2025-02-04T12:00:00.0,0.5547248739404068
2025-02-04T12:30:00.0,0.7711322742617102
2025-02-04T13:00:00.0,0.8163256822410557
2025-02-04T13:30:00.0,0.9993267438600283
2025-02-04T14:00:00.0,0.997986960833116
2025-02-04T14:30:00.0,0.6509721729347189
2025-02-04T15:00:00.0,0.6239074015702242
2025-02-04T15:30:00.0,NaN
2025-02-04T16:00:00.0,0.21776090186165853
2025-02-04T16:30:00.0,0.35576481556107925
2025-02-04T17:00:00.0,0.05317956042451872
2025-02-04T17:30:00.0,0.6189754295765615
2025-02-04T18:00:00.0,0.5403481202722207
2025-02-04T18:30:00.0,0.4067251371250044
2025-02-04T19:00:00.0,0.7283299935085408
2025-02-04T19:30:00.0,0.6862931617902207
2025-02-04T20:00:00.0,0.6757550909676425
2025-02-04T20:30:00.0,0.5843856169293541
2025-02-04T21:00:00.0,0.47674151746730087
2025-02-04T21:30:00.0,-0.08606644341781519
2025-02-04T22:00:00.0,-0.25255197489989994
2025-02-04T22:30:00.0,-0.35784959742397193
2025-02-04T23:00:00.0,-0.49527770093535406
2025-02-04T23:30:00.0,-0.6507500432845795
2025-02-05T00:00:00.0,-0.6574398386668094
2025-02-05T00:30:00.0,-0.6206216923441221
2025-02-05T01:00:00.0,0.7057995620118851
2025-02-05T01:30:00.0,0.895922339196315
2025-02-05T02:00:00.0,-0.07118551864442262
2025-02-05T02:30:00.0,0.1421678567392419
2025-02-05T03:00:00.0,0.19344238745862263
2025-02-05T03:30:00.0,-0.0237951227533097
2025-02-05T04:00:00.0,NaN
2025-02-05T04:30:00.0,NaN
2025-02-05T05:00:00.0,NaN
2025-02-05T05:30:00.0,NaN
2025-02-05T06:00:00.0,NaN
2025-02-05T06:30:00.0,NaN
2025-02-05T07:00:00.0,0.03968900757888764
2025-02-05T07:30:00.0,0.16641178656490904
2025-02-05T08:00:00.0,-0.38867848276857064
2025-02-05T08:30:00.0,-0.14320981815952682
